STATION,DATE,Max - EXITS                                                               ,
,10/04/2019,4971150,
BAY RIDGE-95 ST,09/28/2019,7072907,
,09/29/2019,7073467,
,09/30/2019,7074456,
,10/01/2019,7075529,
,10/02/2019,7076757,
,10/03/2019,7078008,
,10/04/2019,7079195,
BAYCHESTER AV,09/28/2019,167849917,
,09/29/2019,167850015,
,09/30/2019,167850133,
,10/01/2019,167850275,
,10/02/2019,167850454,
,10/03/2019,167850684,
,10/04/2019,167850897,
BEACH 105 ST,09/28/2019,1069110,
,09/29/2019,1069141,
,09/30/2019,1069260,
,10/01/2019,1069400,
,10/02/2019,1069579,
,10/03/2019,1069757,
,10/04/2019,1069896,
BEACH 25 ST,09/28/2019,968274005,
,09/29/2019,968274227,
,09/30/2019,968274592,
,10/01/2019,968275000,
,10/02/2019,968275615,
,10/03/2019,968276259,
,10/04/2019,968276858,
BEACH 36 ST,09/28/2019,1845022,
,09/29/2019,1845022,
,09/30/2019,1845022,
,10/01/2019,1845022,
,10/02/2019,1845022,
,10/03/2019,1845022,
,10/04/2019,1845022,
BEACH 44 ST,09/28/2019,1409020,
,09/29/2019,1409164,
,09/30/2019,1409384,
,10/01/2019,1409639,
,10/02/2019,1409927,
,10/03/2019,1410208,
,10/04/2019,1410497,
BEACH 60 ST,09/28/2019,5449741,
,09/29/2019,5450002,
,09/30/2019,5450399,
,10/01/2019,5450831,
,10/02/2019,5451378,
,10/03/2019,5451924,
,10/04/2019,5452434,
BEACH 67 ST,09/28/2019,4380428,
,09/29/2019,4380796,
,09/30/2019,4381490,
,10/01/2019,4382270,
,10/02/2019,4383203,
,10/03/2019,4384063,
,10/04/2019,4384871,
BEACH 90 ST,09/28/2019,3781851,
,09/29/2019,3782033,
,09/30/2019,3782421,
,10/01/2019,3782798,
,10/02/2019,3783246,
,10/03/2019,3783649,
,10/04/2019,3784046,
BEACH 98 ST,09/28/2019,2116491,
,09/29/2019,2116555,
,09/30/2019,2116715,
,10/01/2019,2116935,
,10/02/2019,2117261,
,10/03/2019,2117567,
,10/04/2019,2117831,
BEDFORD AV,09/28/2019,30007982,
,09/29/2019,30008084,
,09/30/2019,30008427,
,10/01/2019,30008830,
,10/02/2019,30009429,
,10/03/2019,30009904,
,10/04/2019,30010387,
BEDFORD PK BLVD,09/28/2019,4542282,
,09/29/2019,4542841,
,09/30/2019,4543667,
,10/01/2019,4544514,
,10/02/2019,4545555,
,10/03/2019,4546645,
,10/04/2019,4547672,
BEDFORD-NOSTRAN,09/28/2019,16777322,
,09/29/2019,16777322,
,09/30/2019,16777322,
,10/01/2019,16777322,
,10/02/2019,16777322,
,10/03/2019,16777322,
,10/04/2019,16777322,
BERGEN ST,09/28/2019,7612954,
,09/29/2019,7614079,
,09/30/2019,7615508,
,10/01/2019,7617147,
,10/02/2019,7618947,
,10/03/2019,7620766,
,10/04/2019,7622538,
BEVERLEY ROAD,09/28/2019,10267037,
,09/29/2019,10268267,
,09/30/2019,10269798,
,10/01/2019,10271616,
,10/02/2019,10273515,
,10/03/2019,10275383,
,10/04/2019,10277456,
BEVERLY RD,09/28/2019,17146388,
,09/29/2019,17146568,
,09/30/2019,17146865,
,10/01/2019,17147180,
,10/02/2019,17147592,
,10/03/2019,17147946,
,10/04/2019,17148311,
BLEECKER ST,09/28/2019,7248824,
,09/29/2019,7249625,
,09/30/2019,7250778,
,10/01/2019,7252020,
,10/02/2019,7253413,
,10/03/2019,7254895,
,10/04/2019,7256412,
BOROUGH HALL,09/28/2019,6571763,
,09/29/2019,6572702,
,09/30/2019,6574214,
,10/01/2019,6575999,
,10/02/2019,6578129,
,10/03/2019,6580161,
,10/04/2019,6582216,
BOTANIC GARDEN,09/28/2019,2029727,
,09/29/2019,2029859,
,09/30/2019,2029980,
,10/01/2019,2030128,
,10/02/2019,2030403,
,10/03/2019,2030673,
,10/04/2019,2030953,
BOWERY,09/28/2019,7002226,
,09/29/2019,7003580,
,09/30/2019,7004931,
,10/01/2019,7006212,
,10/02/2019,7007756,
,10/03/2019,7009135,
,10/04/2019,7010824,
BOWLING GREEN,09/28/2019,1343172644,
,09/29/2019,1343173091,
,09/30/2019,1343173797,
,10/01/2019,1343174444,
,10/02/2019,1343175249,
,10/03/2019,1343176088,
,10/04/2019,1343176847,
BRIARWOOD,09/28/2019,6280669,
,09/29/2019,6281091,
,09/30/2019,6281845,
,10/01/2019,6282714,
,10/02/2019,6283662,
,10/03/2019,6284617,
,10/04/2019,6285613,
BRIGHTON BEACH,09/28/2019,12688499,
,09/29/2019,12689309,
,09/30/2019,12689921,
,10/01/2019,12690589,
,10/02/2019,12691438,
,10/03/2019,12692175,
,10/04/2019,12692854,
BROAD CHANNEL,09/28/2019,126317,
,09/29/2019,126327,
,09/30/2019,126334,
,10/01/2019,126342,
,10/02/2019,126348,
,10/03/2019,126366,
,10/04/2019,126387,
BROAD ST,09/28/2019,5290735,
,09/29/2019,5290752,
,09/30/2019,5290768,
,10/01/2019,5290786,
,10/02/2019,5290800,
,10/03/2019,5290820,
,10/04/2019,5290843,
BROADWAY,09/28/2019,12059952,
,09/29/2019,12059978,
,09/30/2019,12062969,
,10/01/2019,12066622,
,10/02/2019,12070745,
,10/03/2019,12074910,
,10/04/2019,12079219,
BROADWAY JCT,09/28/2019,22223524,
,09/29/2019,22225919,
,09/30/2019,22228856,
,10/01/2019,22231750,
,10/02/2019,22235136,
,10/03/2019,22238443,
,10/04/2019,22241643,
BRONX PARK EAST,09/28/2019,436374259,
,09/29/2019,436374432,
,09/30/2019,436374707,
,10/01/2019,436375005,
,10/02/2019,436375386,
,10/03/2019,436375769,
,10/04/2019,436376124,
BROOK AV,09/28/2019,9584263,
,09/29/2019,9585100,
,09/30/2019,9586001,
,10/01/2019,9587457,
,10/02/2019,9588762,
,10/03/2019,9590121,
,10/04/2019,9591477,
BROOKLYN BRIDGE,09/28/2019,564190465,
,09/29/2019,564190740,
,09/30/2019,564191371,
,10/01/2019,564192075,
,10/02/2019,564192842,
,10/03/2019,564193514,
,10/04/2019,564194339,
BUHRE AV,09/28/2019,2445268,
,09/29/2019,2446178,
,09/30/2019,2447959,
,10/01/2019,2449937,
,10/02/2019,2452039,
,10/03/2019,2454156,
,10/04/2019,2456265,
BURKE AV,09/28/2019,2736136,
,09/29/2019,2736423,
,09/30/2019,2736935,
,10/01/2019,2737428,
,10/02/2019,2738004,
,10/03/2019,2738600,
,10/04/2019,2739219,
BURNSIDE AV,09/28/2019,1008612604,
,09/29/2019,1008613093,
,09/30/2019,1008613998,
,10/01/2019,1008614911,
,10/02/2019,1008616096,
,10/03/2019,1008617266,
,10/04/2019,1008618292,
BUSHWICK AV,09/28/2019,3854971,
,09/29/2019,3854971,
,09/30/2019,3855661,
,10/01/2019,3856550,
,10/02/2019,3857571,
,10/03/2019,3858522,
,10/04/2019,3859416,
CANAL ST,09/28/2019,2031164908,
,09/29/2019,2031165604,
,09/30/2019,2031166608,
,10/01/2019,2031167637,
,10/02/2019,2031168578,
,10/03/2019,2031169638,
,10/04/2019,2031170775,
CANARSIE-ROCKAW,09/28/2019,6761667,
,09/29/2019,6762414,
,09/30/2019,6764700,
,10/01/2019,6767509,
,10/02/2019,6770839,
,10/03/2019,6773743,
,10/04/2019,6776811,
CARROLL ST,09/28/2019,19961742,
,09/29/2019,19963465,
,09/30/2019,19965823,
,10/01/2019,19968456,
,10/02/2019,19971455,
,10/03/2019,19974586,
,10/04/2019,19977450,
CASTLE HILL AV,09/28/2019,10216965,
,09/29/2019,10218873,
,09/30/2019,10221741,
,10/01/2019,10225037,
,10/02/2019,10228656,
,10/03/2019,10232245,
,10/04/2019,10235679,
CATHEDRAL PKWY,09/28/2019,134521784,
,09/29/2019,134522223,
,09/30/2019,134522718,
,10/01/2019,134523275,
,10/02/2019,134523880,
,10/03/2019,134524493,
,10/04/2019,134525162,
CENTRAL AV,09/28/2019,3871198,
,09/29/2019,3872277,
,09/30/2019,3873310,
,10/01/2019,3874363,
,10/02/2019,3875492,
,10/03/2019,3876610,
,10/04/2019,3877759,
CENTRAL PK N110,09/28/2019,235979979,
,09/29/2019,235980416,
,09/30/2019,235980974,
,10/01/2019,235981640,
,10/02/2019,235982457,
,10/03/2019,235983254,
,10/04/2019,235984075,
CHAMBERS ST,09/28/2019,1712869607,
,09/29/2019,1712870007,
,09/30/2019,1712870675,
,10/01/2019,1712871436,
,10/02/2019,1712872581,
,10/03/2019,1712873701,
,10/04/2019,1712874763,
CHAUNCEY ST,09/28/2019,2266317,
,09/29/2019,2266724,
,09/30/2019,2267110,
,10/01/2019,2267457,
,10/02/2019,2267927,
,10/03/2019,2268390,
,10/04/2019,2268843,
CHRISTOPHER ST,09/28/2019,5745449,
,09/29/2019,5746011,
,09/30/2019,5746581,
,10/01/2019,5747150,
,10/02/2019,5747807,
,10/03/2019,5748554,
,10/04/2019,5749229,
CHURCH AV,09/28/2019,1577701679,
,09/29/2019,1577702122,
,09/30/2019,1577702859,
,10/01/2019,1577703621,
,10/02/2019,1577704399,
,10/03/2019,1577705202,
,10/04/2019,1577706083,
CITY / BUS,09/28/2019,425857,
,09/29/2019,428631,
,09/30/2019,432680,
,10/01/2019,437555,
,10/02/2019,442623,
,10/03/2019,446838,
,10/04/2019,451715,
CITY HALL,09/28/2019,17251805,
,09/29/2019,17251873,
,09/30/2019,17252090,
,10/01/2019,17252323,
,10/02/2019,17252613,
,10/03/2019,17252881,
,10/04/2019,17253155,
CLARK ST,09/28/2019,10786432,
,09/29/2019,10787498,
,09/30/2019,10788542,
,10/01/2019,10789550,
,10/02/2019,10790656,
,10/03/2019,10791731,
,10/04/2019,10792836,
CLASSON AV,09/28/2019,9046292,
,09/29/2019,9047502,
,09/30/2019,9049023,
,10/01/2019,9050547,
,10/02/2019,9052382,
,10/03/2019,9054244,
,10/04/2019,9056096,
CLEVELAND ST,09/28/2019,5254630,
,09/29/2019,5255903,
,09/30/2019,5257727,
,10/01/2019,5259587,
,10/02/2019,5261824,
,10/03/2019,5264002,
,10/04/2019,5266262,
CLINTON-WASH AV,09/28/2019,50427122,
,09/29/2019,50427177,
,09/30/2019,50427241,
,10/01/2019,50427297,
,10/02/2019,50427383,
,10/03/2019,50427472,
,10/04/2019,50427560,
CONEY IS-STILLW,09/28/2019,302451103,
,09/29/2019,302451587,
,09/30/2019,302451964,
,10/01/2019,302452339,
,10/02/2019,302452760,
,10/03/2019,302453013,
,10/04/2019,302453309,
CORTELYOU RD,09/28/2019,2782166,
,09/29/2019,2782576,
,09/30/2019,2783041,
,10/01/2019,2783564,
,10/02/2019,2784035,
,10/03/2019,2784528,
,10/04/2019,2785005,
CORTLANDT ST,09/28/2019,871623833,
,09/29/2019,871623876,
,09/30/2019,871624130,
,10/01/2019,871624366,
,10/02/2019,871624666,
,10/03/2019,871624848,
,10/04/2019,871625099,
COURT SQ,09/28/2019,681467982,
,09/29/2019,681467957,
,09/30/2019,681467953,
,10/01/2019,681467189,
,10/02/2019,681466293,
,10/03/2019,681465271,
,10/04/2019,681464279,
COURT SQ-23 ST,09/28/2019,844476,
,09/29/2019,844507,
,09/30/2019,845560,
,10/01/2019,846816,
,10/02/2019,848444,
,10/03/2019,850082,
,10/04/2019,851773,
CRESCENT ST,09/28/2019,8555685,
,09/29/2019,8556518,
,09/30/2019,8557755,
,10/01/2019,8559043,
,10/02/2019,8560565,
,10/03/2019,8561986,
,10/04/2019,8563508,
CROWN HTS-UTICA,09/28/2019,22812449,
,09/29/2019,22813929,
,09/30/2019,22816177,
,10/01/2019,22818695,
,10/02/2019,22821524,
,10/03/2019,22824401,
,10/04/2019,22827316,
CYPRESS AV,09/28/2019,251754065,
,09/29/2019,251754140,
,09/30/2019,251754353,
,10/01/2019,251754580,
,10/02/2019,251754817,
,10/03/2019,251755085,
,10/04/2019,251755345,
CYPRESS HILLS,09/28/2019,2883227,
,09/29/2019,2883414,
,09/30/2019,2883697,
,10/01/2019,2883979,
,10/02/2019,2884347,
,10/03/2019,2884696,
,10/04/2019,2885020,
DEKALB AV,09/28/2019,1850464831,
,09/29/2019,1850465833,
,09/30/2019,1850467875,
,10/01/2019,1850470083,
,10/02/2019,1850472772,
,10/03/2019,1850475487,
,10/04/2019,1850478290,
DELANCEY/ESSEX,09/28/2019,12000068,
,09/29/2019,12002062,
,09/30/2019,12003626,
,10/01/2019,12005115,
,10/02/2019,12006822,
,10/03/2019,12008537,
,10/04/2019,12010484,
DITMAS AV,09/28/2019,5021102,
,09/29/2019,5021733,
,09/30/2019,5022691,
,10/01/2019,5023751,
,10/02/2019,5025004,
,10/03/2019,5026205,
,10/04/2019,5027402,
DYCKMAN ST,09/28/2019,2356393,
,09/29/2019,2357699,
,09/30/2019,2359196,
,10/01/2019,2360966,
,10/02/2019,2362588,
,10/03/2019,2364281,
,10/04/2019,2366085,
E 143/ST MARY'S,09/28/2019,3147048,
,09/29/2019,3147256,
,09/30/2019,3147755,
,10/01/2019,3148307,
,10/02/2019,3149026,
,10/03/2019,3149791,
,10/04/2019,3150442,
E 149 ST,09/28/2019,6795548,
,09/29/2019,6796504,
,09/30/2019,6797815,
,10/01/2019,6799081,
,10/02/2019,6800528,
,10/03/2019,6801830,
,10/04/2019,6803184,
E 180 ST,09/28/2019,11542485,
,09/29/2019,11543197,
,09/30/2019,11544507,
,10/01/2019,11545801,
,10/02/2019,11547351,
,10/03/2019,11548828,
,10/04/2019,11550365,
EAST 105 ST,09/28/2019,8187862,
,09/29/2019,8188174,
,09/30/2019,8188936,
,10/01/2019,8189738,
,10/02/2019,8190730,
,10/03/2019,8191618,
,10/04/2019,8192554,
EAST BROADWAY,09/28/2019,17451318,
,09/29/2019,17451631,
,09/30/2019,17451903,
,10/01/2019,17452208,
,10/02/2019,17452526,
,10/03/2019,17452886,
,10/04/2019,17453293,
EASTCHSTER/DYRE,09/28/2019,1728193120,
,09/29/2019,1728193170,
,09/30/2019,1728193345,
,10/01/2019,1728193563,
,10/02/2019,1728193844,
,10/03/2019,1728194049,
,10/04/2019,1728194286,
EASTN PKWY-MUSM,09/28/2019,10928178,
,09/29/2019,10930006,
,09/30/2019,10931907,
,10/01/2019,10933949,
,10/02/2019,10936564,
,10/03/2019,10939161,
,10/04/2019,10941859,
ELDER AV,09/28/2019,8541798,
,09/29/2019,8543652,
,09/30/2019,8546293,
,10/01/2019,8549115,
,10/02/2019,8552311,
,10/03/2019,8555467,
,10/04/2019,8558631,
ELMHURST AV,09/28/2019,1973069953,
,09/29/2019,1973070072,
,09/30/2019,1973070226,
,10/01/2019,1973070365,
,10/02/2019,1973070513,
,10/03/2019,1973070666,
,10/04/2019,1973070828,
EUCLID AV,09/28/2019,4594995,
,09/29/2019,4596034,
,09/30/2019,4596780,
,10/01/2019,4597419,
,10/02/2019,4598157,
,10/03/2019,4599010,
,10/04/2019,4599708,
EXCHANGE PLACE,09/28/2019,233122,
,09/29/2019,233583,
,09/30/2019,236174,
,10/01/2019,238890,
,10/02/2019,241550,
,10/03/2019,244383,
,10/04/2019,247017,
FAR ROCKAWAY,09/28/2019,3775152,
,09/29/2019,3775942,
,09/30/2019,3777208,
,10/01/2019,3778629,
,10/02/2019,3780271,
,10/03/2019,3781911,
,10/04/2019,3783445,
FLATBUSH AV-B.C,09/28/2019,1313983579,
,09/29/2019,1313983190,
,09/30/2019,1313982868,
,10/01/2019,1313982232,
,10/02/2019,1313981575,
,10/03/2019,1313980486,
,10/04/2019,1313979404,
FLUSHING AV,09/28/2019,11426081,
,09/29/2019,11426418,
,09/30/2019,11426838,
,10/01/2019,11427291,
,10/02/2019,11427852,
,10/03/2019,11428376,
,10/04/2019,11428880,
FLUSHING-MAIN,09/28/2019,20641852,
,09/29/2019,20643725,
,09/30/2019,20646222,
,10/01/2019,20648592,
,10/02/2019,20651436,
,10/03/2019,20653816,
,10/04/2019,20656724,
FORDHAM RD,09/28/2019,9398483,
,09/29/2019,9398860,
,09/30/2019,9399479,
,10/01/2019,9400166,
,10/02/2019,9400884,
,10/03/2019,9401529,
,10/04/2019,9402305,
FOREST AVE,09/28/2019,5949469,
,09/29/2019,5950213,
,09/30/2019,5951117,
,10/01/2019,5952191,
,10/02/2019,5953358,
,10/03/2019,5954393,
,10/04/2019,5955398,
FOREST HILLS 71,09/28/2019,17924896,
,09/29/2019,17925057,
,09/30/2019,17925460,
,10/01/2019,17925905,
,10/02/2019,17926437,
,10/03/2019,17926960,
,10/04/2019,17927495,
FRANKLIN AV,09/28/2019,2062291826,
,09/29/2019,2062291174,
,09/30/2019,2062290670,
,10/01/2019,2062290009,
,10/02/2019,2062289340,
,10/03/2019,2062288440,
,10/04/2019,2062287475,
FRANKLIN ST,09/28/2019,5807868,
,09/29/2019,5808275,
,09/30/2019,5808848,
,10/01/2019,5809596,
,10/02/2019,5810478,
,10/03/2019,5811440,
,10/04/2019,5812439,
FREEMAN ST,09/28/2019,17005784,
,09/29/2019,17005880,
,09/30/2019,17006008,
,10/01/2019,17006165,
,10/02/2019,17006324,
,10/03/2019,17006459,
,10/04/2019,17006615,
FRESH POND RD,09/28/2019,6048269,
,09/29/2019,6049125,
,09/30/2019,6050433,
,10/01/2019,6051947,
,10/02/2019,6053542,
,10/03/2019,6055035,
,10/04/2019,6056529,
FT HAMILTON PKY,09/28/2019,134237056,
,09/29/2019,134237056,
,09/30/2019,134237056,
,10/01/2019,134237056,
,10/02/2019,134237056,
,10/03/2019,134237056,
,10/04/2019,134237056,
FULTON ST,09/28/2019,1762910755,
,09/29/2019,1762910755,
,09/30/2019,1762910755,
,10/01/2019,1762910755,
,10/02/2019,1762910755,
,10/03/2019,1762910755,
,10/04/2019,1762910755,
GATES AV,09/28/2019,1816923,
,09/29/2019,1817543,
,09/30/2019,1818451,
,10/01/2019,1819406,
,10/02/2019,1820552,
,10/03/2019,1821592,
,10/04/2019,1822618,
GRAHAM AV,09/28/2019,12428640,
,09/29/2019,12428640,
,09/30/2019,12429991,
,10/01/2019,12431645,
,10/02/2019,12433534,
,10/03/2019,12435467,
,10/04/2019,12437342,
GRAND ARMY PLAZ,09/28/2019,6901400,
,09/29/2019,6901863,
,09/30/2019,6902575,
,10/01/2019,6903319,
,10/02/2019,6904427,
,10/03/2019,6905474,
,10/04/2019,6906437,
GRAND ST,09/28/2019,1406719983,
,09/29/2019,1406718283,
,09/30/2019,1406716997,
,10/01/2019,1406715350,
,10/02/2019,1406713671,
,10/03/2019,1406711809,
,10/04/2019,1406709831,
GRAND-NEWTOWN,09/28/2019,963890425,
,09/29/2019,963890172,
,09/30/2019,963889985,
,10/01/2019,963889641,
,10/02/2019,963889288,
,10/03/2019,963888896,
,10/04/2019,963888506,
GRANT AV,09/28/2019,1762319951,
,09/29/2019,1762319951,
,09/30/2019,1762321187,
,10/01/2019,1762322966,
,10/02/2019,1762324867,
,10/03/2019,1762326843,
,10/04/2019,1762328730,
GRD CNTRL-42 ST,09/28/2019,1509668462,
,09/29/2019,1509664789,
,09/30/2019,1509661980,
,10/01/2019,1509655586,
,10/02/2019,1509649825,
,10/03/2019,1509643754,
,10/04/2019,1509637347,
GREENPOINT AV,09/28/2019,6674736,
,09/29/2019,6676003,
,09/30/2019,6678545,
,10/01/2019,6681269,
,10/02/2019,6684066,
,10/03/2019,6687047,
,10/04/2019,6690075,
GROVE STREET,09/28/2019,225631,
,09/29/2019,227264,
,09/30/2019,229697,
,10/01/2019,232211,
,10/02/2019,234460,
,10/03/2019,237403,
,10/04/2019,240388,
GUN HILL RD,09/28/2019,1057646140,
,09/29/2019,1057649227,
,09/30/2019,1057650795,
,10/01/2019,1057652117,
,10/02/2019,1057653903,
,10/03/2019,1057655607,
,10/04/2019,1057657259,
HALSEY ST,09/28/2019,34592062,
,09/29/2019,34592067,
,09/30/2019,34592307,
,10/01/2019,34592689,
,10/02/2019,34593192,
,10/03/2019,34593732,
,10/04/2019,34594194,
HARLEM 148 ST,09/28/2019,4469906,
,09/29/2019,4471019,
,09/30/2019,4472677,
,10/01/2019,4474388,
,10/02/2019,4476718,
,10/03/2019,4478909,
,10/04/2019,4481060,
HARRISON,09/28/2019,240889,
,09/29/2019,241715,
,09/30/2019,244010,
,10/01/2019,246732,
,10/02/2019,249538,
,10/03/2019,251870,
,10/04/2019,254441,
HEWES ST,09/28/2019,2539806,
,09/29/2019,2540049,
,09/30/2019,2540273,
,10/01/2019,2540469,
,10/02/2019,2540789,
,10/03/2019,2541129,
,10/04/2019,2541472,
HIGH ST,09/28/2019,1904948827,
,09/29/2019,1904946501,
,09/30/2019,1904944380,
,10/01/2019,1904941892,
,10/02/2019,1904939377,
,10/03/2019,1904936824,
,10/04/2019,1904934464,
HOUSTON ST,09/28/2019,16493139,
,09/29/2019,16494000,
,09/30/2019,16495909,
,10/01/2019,16498081,
,10/02/2019,16500296,
,10/03/2019,16502610,
,10/04/2019,16504995,
HOWARD BCH JFK,09/28/2019,519885,
,09/29/2019,520156,
,09/30/2019,520865,
,10/01/2019,521631,
,10/02/2019,522407,
,10/03/2019,523354,
,10/04/2019,524118,
HOYT ST,09/28/2019,4072370,
,09/29/2019,4072744,
,09/30/2019,4073328,
,10/01/2019,4073946,
,10/02/2019,4074612,
,10/03/2019,4075247,
,10/04/2019,4076093,
HOYT-SCHER,09/28/2019,16547965,
,09/29/2019,16549484,
,09/30/2019,16551016,
,10/01/2019,16552482,
,10/02/2019,16554084,
,10/03/2019,16555699,
,10/04/2019,16557225,
HUNTERS PT AV,09/28/2019,588680375,
,09/29/2019,588680387,
,09/30/2019,588680635,
,10/01/2019,588680902,
,10/02/2019,588681210,
,10/03/2019,588681525,
,10/04/2019,588681765,
HUNTS POINT AV,09/28/2019,1979816210,
,09/29/2019,1979817053,
,09/30/2019,1979818646,
,10/01/2019,1979820417,
,10/02/2019,1979822558,
,10/03/2019,1979824615,
,10/04/2019,1979826688,
INTERVALE AV,09/28/2019,7328346,
,09/29/2019,7329255,
,09/30/2019,7330987,
,10/01/2019,7332861,
,10/02/2019,7335034,
,10/03/2019,7337271,
,10/04/2019,7339549,
INWOOD-207 ST,09/28/2019,16777568,
,09/29/2019,16777568,
,09/30/2019,16777568,
,10/01/2019,16777568,
,10/02/2019,16777568,
,10/03/2019,16777568,
,10/04/2019,16777568,
JACKSON AV,09/28/2019,632303,
,09/29/2019,632396,
,09/30/2019,632509,
,10/01/2019,632658,
,10/02/2019,632869,
,10/03/2019,633062,
,10/04/2019,633283,
JAMAICA 179 ST,09/28/2019,309092456,
,09/29/2019,309092665,
,09/30/2019,309093078,
,10/01/2019,309093566,
,10/02/2019,309094049,
,10/03/2019,309094546,
,10/04/2019,309095058,
JAMAICA CENTER,09/28/2019,25254512,
,09/29/2019,25256033,
,09/30/2019,25258914,
,10/01/2019,25262208,
,10/02/2019,25265921,
,10/03/2019,25269656,
,10/04/2019,25273262,
JAMAICA VAN WK,09/28/2019,11041715,
,09/29/2019,11043017,
,09/30/2019,11045789,
,10/01/2019,11048876,
,10/02/2019,11052273,
,10/03/2019,11055597,
,10/04/2019,11058966,
JAY ST-METROTEC,09/28/2019,17060373,
,09/29/2019,17060622,
,09/30/2019,17060888,
,10/01/2019,17061180,
,10/02/2019,17061529,
,10/03/2019,17061845,
,10/04/2019,17062150,
JEFFERSON ST,09/28/2019,5477293,
,09/29/2019,5477293,
,09/30/2019,5477916,
,10/01/2019,5478602,
,10/02/2019,5479343,
,10/03/2019,5480124,
,10/04/2019,5480903,
JFK JAMAICA CT1,09/28/2019,764165,
,09/29/2019,765743,
,09/30/2019,767386,
,10/01/2019,768784,
,10/02/2019,770297,
,10/03/2019,771678,
,10/04/2019,773382,
JKSN HT-ROOSVLT,09/28/2019,23895075,
,09/29/2019,23898616,
,09/30/2019,23903106,
,10/01/2019,23907696,
,10/02/2019,23913009,
,10/03/2019,23918363,
,10/04/2019,23923710,
JOURNAL SQUARE,09/28/2019,555659,
,09/29/2019,559248,
,09/30/2019,563621,
,10/01/2019,570298,
,10/02/2019,577272,
,10/03/2019,583228,
,10/04/2019,587686,
JUNCTION BLVD,09/28/2019,34329344,
,09/29/2019,34331755,
,09/30/2019,34335238,
,10/01/2019,34339096,
,10/02/2019,34343364,
,10/03/2019,34347728,
,10/04/2019,34351957,
JUNIUS ST,09/28/2019,6225723,
,09/29/2019,6226037,
,09/30/2019,6226636,
,10/01/2019,6227162,
,10/02/2019,6227904,
,10/03/2019,6228624,
,10/04/2019,6229390,
KEW GARDENS,09/28/2019,25598310,
,09/29/2019,25599577,
,09/30/2019,25602823,
,10/01/2019,25606091,
,10/02/2019,25609880,
,10/03/2019,25613655,
,10/04/2019,25617338,
KINGS HWY,09/28/2019,763625271,
,09/29/2019,763625271,
,09/30/2019,763625271,
,10/01/2019,763625271,
,10/02/2019,763625271,
,10/03/2019,763625271,
,10/04/2019,763625271,
KINGSBRIDGE RD,09/28/2019,705045298,
,09/29/2019,705046009,
,09/30/2019,705047015,
,10/01/2019,705048075,
,10/02/2019,705049179,
,10/03/2019,705050217,
,10/04/2019,705051265,
KINGSTON AV,09/28/2019,12413194,
,09/29/2019,12414229,
,09/30/2019,12415483,
,10/01/2019,12416749,
,10/02/2019,12418388,
,10/03/2019,12420071,
,10/04/2019,12422058,
KINGSTON-THROOP,09/28/2019,5470729,
,09/29/2019,5471645,
,09/30/2019,5472703,
,10/01/2019,5473771,
,10/02/2019,5475037,
,10/03/2019,5476333,
,10/04/2019,5477486,
KNICKERBOCKER,09/28/2019,5380419,
,09/29/2019,5384013,
,09/30/2019,5387096,
,10/01/2019,5390250,
,10/02/2019,5393634,
,10/03/2019,5396920,
,10/04/2019,5400403,
KOSCIUSZKO ST,09/28/2019,4135391,
,09/29/2019,4135713,
,09/30/2019,4136157,
,10/01/2019,4136595,
,10/02/2019,4137062,
,10/03/2019,4137528,
,10/04/2019,4138064,
LACKAWANNA,09/28/2019,136191,
,09/29/2019,136195,
,09/30/2019,137938,
,10/01/2019,139670,
,10/02/2019,141217,
,10/03/2019,143426,
,10/04/2019,144966,
LAFAYETTE AV,09/28/2019,318797027,
,09/29/2019,318797168,
,09/30/2019,318797290,
,10/01/2019,318797417,
,10/02/2019,318797543,
,10/03/2019,318797670,
,10/04/2019,318797834,
LEXINGTON AV/53,09/28/2019,1595844815,
,09/29/2019,1595845055,
,09/30/2019,1595846565,
,10/01/2019,1595847974,
,10/02/2019,1595849985,
,10/03/2019,1595852017,
,10/04/2019,1595853789,
LEXINGTON AV/63,09/28/2019,44498072,
,09/29/2019,44494805,
,09/30/2019,44492677,
,10/01/2019,44490225,
,10/02/2019,44487403,
,10/03/2019,44483728,
,10/04/2019,44480154,
LIBERTY AV,09/28/2019,3591421,
,09/29/2019,3591589,
,09/30/2019,3591893,
,10/01/2019,3592185,
,10/02/2019,3592603,
,10/03/2019,3592984,
,10/04/2019,3593363,
LIVONIA AV,09/28/2019,2025918,
,09/29/2019,2026152,
,09/30/2019,2026545,
,10/01/2019,2027099,
,10/02/2019,2027640,
,10/03/2019,2028058,
,10/04/2019,2028562,
LONGWOOD AV,09/28/2019,8029063,
,09/29/2019,8029881,
,09/30/2019,8031009,
,10/01/2019,8032125,
,10/02/2019,8033297,
,10/03/2019,8034407,
,10/04/2019,8035608,
LORIMER ST,09/28/2019,2126017,
,09/29/2019,2126663,
,09/30/2019,2127282,
,10/01/2019,2127912,
,10/02/2019,2128585,
,10/03/2019,2129242,
,10/04/2019,2129917,
MARBLE HILL-225,09/28/2019,487788,
,09/29/2019,487993,
,09/30/2019,488208,
,10/01/2019,488478,
,10/02/2019,488715,
,10/03/2019,488967,
,10/04/2019,489292,
MARCY AV,09/28/2019,2531477,
,09/29/2019,2531923,
,09/30/2019,2532306,
,10/01/2019,2532654,
,10/02/2019,2533068,
,10/03/2019,2533470,
,10/04/2019,2533949,
